ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
13059,2023-10-16 03:13:00,Panne matérielle,Voiture vaincre tu entre.,Moyenne,En cours,Equipe Support
13060,2023-03-17 02:18:25,Défaillance logicielle,Politique certain vide intéresser.,Faible,En cours,Equipe Support
13061,2024-06-16 10:56:30,Autre,Traverser accomplir mort permettre.,Moyenne,Résolu,Equipe Réseau
13062,2022-08-09 18:07:04,Panne matérielle,Bout gris croix front calmer type.,Faible,Ouvert,Equipe Support
13063,2024-07-22 17:02:47,Défaillance logicielle,Toucher voiture plus profond.,Faible,En cours,Equipe Réseau
13064,2023-09-25 18:39:56,Intrusion,Flamme planche voie terre larme.,Faible,En cours,Equipe Support
13065,2024-02-27 17:22:00,Défaillance logicielle,Tandis Que gagner envelopper éternel colère.,Moyenne,Résolu,Equipe Support
13066,2024-02-27 22:52:51,Panne matérielle,Lettre angoisse juste bord regretter disparaître.,Élevée,Résolu,Equipe Sécurité
13067,2022-11-17 02:46:58,Défaillance logicielle,Tout hôtel habitude abri.,Moyenne,Résolu,Equipe Réseau
13068,2023-06-18 19:56:54,Autre,Déposer roi fortune froid rose soumettre.,Moyenne,Ouvert,Equipe Sécurité
13069,2023-11-05 13:36:04,Intrusion,Fixe flot crise.,Élevée,En cours,Equipe Sécurité
13070,2023-08-14 19:34:02,Autre,Quart quel poussière espoir fois.,Moyenne,Ouvert,Equipe Sécurité
13071,2024-01-20 20:10:02,Panne matérielle,Terminer battre entrer.,Moyenne,Résolu,Equipe Sécurité
13072,2023-03-19 02:10:09,Panne matérielle,Mensonge devoir doigt cher.,Faible,Résolu,Equipe Sécurité
13073,2024-07-09 13:14:46,Intrusion,Il avancer lentement planche politique.,Élevée,Résolu,Equipe Support
13074,2023-09-19 22:51:13,Panne matérielle,Sol deviner vraiment.,Élevée,Résolu,Equipe Support
13075,2024-04-25 16:58:48,Défaillance logicielle,Émotion dessiner yeux ou.,Faible,Résolu,Equipe Réseau
13076,2023-12-06 06:28:45,Intrusion,Courage lire étonner.,Moyenne,En cours,Equipe Réseau
13077,2023-03-22 06:10:46,Autre,Siècle mener général vêtir rond lettre.,Moyenne,Résolu,Equipe Support
13078,2022-10-31 10:16:10,Autre,Suivant forme sommet moi celui.,Moyenne,Ouvert,Equipe Sécurité
13079,2023-08-02 22:30:27,Panne matérielle,Par vieil si.,Élevée,Résolu,Equipe Réseau
13080,2022-09-30 20:20:34,Autre,Chat commencer devoir sentiment terminer.,Faible,Ouvert,Equipe Réseau
13081,2022-09-12 19:17:33,Intrusion,Exécuter police peser révolution.,Élevée,En cours,Equipe Réseau
13082,2023-05-07 15:02:15,Panne matérielle,Que nous souvenir tête manquer.,Faible,En cours,Equipe Support
13083,2024-04-12 20:02:07,Autre,Tromper soumettre nerveux pouvoir.,Élevée,Résolu,Equipe Sécurité
13084,2023-03-13 02:50:51,Autre,Allumer campagne être étouffer.,Faible,En cours,Equipe Réseau
13085,2022-12-21 09:51:31,Autre,Surprendre avancer jouer rien vivre intéresser.,Faible,Ouvert,Equipe Support
13086,2023-12-06 17:31:42,Panne matérielle,Dresser général journée soin noir.,Faible,En cours,Equipe Support
13087,2023-01-16 18:13:30,Défaillance logicielle,Caresser manger genre blanc.,Moyenne,En cours,Equipe Sécurité
13088,2022-10-01 15:39:18,Autre,Nuage comme âme rideau.,Élevée,Ouvert,Equipe Support
13089,2023-04-23 02:53:01,Défaillance logicielle,Rentrer enfoncer respecter reculer rapporter salle.,Faible,En cours,Equipe Support
13090,2023-08-29 01:26:37,Autre,Donner détacher jamais fond adresser ombre.,Élevée,En cours,Equipe Sécurité
13091,2024-03-08 11:09:25,Panne matérielle,Anglais noir journée rompre élément.,Faible,En cours,Equipe Support
13092,2022-10-22 00:46:46,Défaillance logicielle,Bien fils delà ministre effet feuille.,Faible,En cours,Equipe Sécurité
13093,2023-10-17 03:40:43,Autre,Fin respecter entrer.,Élevée,Résolu,Equipe Support
13094,2024-03-26 16:57:58,Autre,Rêver parler envie entraîner direction regard.,Moyenne,En cours,Equipe Sécurité
13095,2023-10-05 21:08:09,Autre,Médecin déposer craindre chute celui.,Faible,En cours,Equipe Réseau
13096,2024-06-08 23:04:03,Défaillance logicielle,Expression de dehors porte.,Moyenne,Résolu,Equipe Sécurité
13097,2022-12-30 15:05:49,Intrusion,Beauté devoir abri pièce système.,Moyenne,En cours,Equipe Sécurité
13098,2023-05-09 14:33:28,Défaillance logicielle,Appartenir couper dernier espoir votre.,Élevée,Ouvert,Equipe Sécurité
13099,2024-01-03 13:11:44,Défaillance logicielle,Absence jour pays je commencer commander.,Faible,Résolu,Equipe Sécurité
13100,2023-03-18 21:33:08,Panne matérielle,Chair habiter renverser prévoir.,Moyenne,En cours,Equipe Support
13101,2024-06-01 11:34:33,Panne matérielle,Causer juger beau toucher résistance.,Faible,En cours,Equipe Réseau
13102,2023-10-27 18:55:42,Intrusion,Visible qualité passer sauter barbe.,Moyenne,En cours,Equipe Sécurité
13103,2022-11-24 09:47:37,Défaillance logicielle,Parvenir lui lutter cour.,Moyenne,Ouvert,Equipe Réseau
13104,2024-07-16 00:39:05,Autre,Parvenir peau siècle grandir.,Élevée,Ouvert,Equipe Support
13105,2023-02-19 21:46:17,Intrusion,Mien fidèle parole.,Faible,En cours,Equipe Réseau
13106,2024-07-24 18:32:53,Autre,Devoir avoir main.,Faible,Résolu,Equipe Sécurité
13107,2024-04-02 06:20:30,Autre,Grave oser conseil attendre puissance pouvoir.,Faible,Ouvert,Equipe Réseau
13108,2024-07-01 04:54:21,Autre,Dès bête près cruel extraordinaire.,Moyenne,Ouvert,Equipe Support
13109,2024-07-01 18:28:13,Défaillance logicielle,Au promettre trésor aussitôt casser.,Faible,En cours,Equipe Réseau
13110,2023-07-24 22:05:47,Défaillance logicielle,Peser près traiter douleur.,Moyenne,Ouvert,Equipe Réseau
13111,2024-07-02 08:26:41,Intrusion,Poitrine écrire rester.,Moyenne,En cours,Equipe Réseau
13112,2022-10-09 10:30:14,Panne matérielle,Fait faute douter veille passé un.,Moyenne,Résolu,Equipe Support
13113,2023-07-25 13:49:53,Autre,Vraiment oh maître impression personnage autant.,Faible,Ouvert,Equipe Sécurité
13114,2023-02-21 02:27:14,Défaillance logicielle,Vert conscience sourd dur.,Faible,Résolu,Equipe Sécurité
13115,2023-08-27 01:26:52,Défaillance logicielle,Désigner armer rapide sérieux juger seul.,Moyenne,Résolu,Equipe Sécurité
13116,2023-04-08 00:05:17,Défaillance logicielle,Promener voile écouter.,Élevée,Ouvert,Equipe Réseau
13117,2024-03-01 10:16:24,Intrusion,Absolu vieux fait été.,Élevée,Résolu,Equipe Réseau
13118,2024-06-16 01:35:49,Défaillance logicielle,Combien enlever jeunesse combat.,Élevée,En cours,Equipe Support
13119,2024-03-06 01:21:45,Autre,Cruel delà marier retour tard.,Moyenne,En cours,Equipe Support
13120,2023-08-10 04:04:22,Intrusion,Tenter second passé médecin comme volonté.,Faible,En cours,Equipe Support
13121,2024-07-26 04:17:19,Panne matérielle,Village voler fin peur fatiguer.,Moyenne,Résolu,Equipe Sécurité
13122,2022-10-10 16:47:34,Autre,Recueillir naissance soulever.,Élevée,Résolu,Equipe Sécurité
13123,2023-02-08 23:10:37,Intrusion,Qui mince trente françois souvent choisir.,Moyenne,En cours,Equipe Sécurité
13124,2023-01-20 18:09:30,Défaillance logicielle,Souhaiter rayon grave observer.,Faible,Résolu,Equipe Sécurité
13125,2022-12-08 00:34:53,Défaillance logicielle,Croire aucun danger répéter.,Moyenne,Résolu,Equipe Sécurité
13126,2023-08-27 09:58:46,Défaillance logicielle,Premier erreur courage.,Moyenne,En cours,Equipe Support
13127,2023-02-20 10:50:43,Défaillance logicielle,Instinct disparaître secret part tard.,Élevée,Ouvert,Equipe Sécurité
13128,2023-01-09 08:14:24,Autre,Journal titre prétendre.,Élevée,Résolu,Equipe Réseau
13129,2022-08-12 07:07:47,Défaillance logicielle,Complètement réussir vide soleil.,Faible,Ouvert,Equipe Réseau
13130,2022-11-11 04:44:08,Panne matérielle,Discuter valeur vraiment sorte ensemble.,Élevée,Résolu,Equipe Réseau
13131,2024-04-07 12:49:56,Panne matérielle,Remercier part réfléchir décrire.,Moyenne,En cours,Equipe Sécurité
13132,2024-02-19 13:36:49,Autre,En deviner matière finir.,Élevée,Ouvert,Equipe Sécurité
13133,2024-06-15 17:14:55,Défaillance logicielle,Double planche colère système aller.,Moyenne,Résolu,Equipe Sécurité
13134,2024-03-22 23:44:26,Panne matérielle,Escalier facile auprès douceur.,Moyenne,Ouvert,Equipe Sécurité
13135,2022-09-13 20:23:41,Panne matérielle,Objet calme éclairer avec front.,Moyenne,Ouvert,Equipe Support
13136,2023-06-17 06:53:33,Autre,Ressembler type étroit.,Élevée,En cours,Equipe Sécurité
13137,2023-07-01 17:10:03,Défaillance logicielle,Longtemps creuser froid meilleur.,Moyenne,En cours,Equipe Support
13138,2022-12-31 07:53:47,Intrusion,Double peser palais classe tempête habitude.,Moyenne,Résolu,Equipe Support
13139,2023-07-22 01:30:10,Panne matérielle,Beau position fil reculer naturel brusquement.,Moyenne,Ouvert,Equipe Support
13140,2023-09-07 04:25:17,Défaillance logicielle,Avouer bout dangereux grain marier réserver.,Élevée,Ouvert,Equipe Support
13141,2023-01-09 02:17:15,Panne matérielle,Juger toi commun.,Moyenne,Résolu,Equipe Support
13142,2023-08-17 11:34:04,Défaillance logicielle,Rond veille content quatre plaine.,Élevée,Ouvert,Equipe Réseau
13143,2023-04-01 12:03:03,Intrusion,Ombre assurer veiller avec grave malade.,Faible,En cours,Equipe Réseau
13144,2023-03-28 09:59:49,Intrusion,Six train siècle dernier genre.,Élevée,Ouvert,Equipe Sécurité
13145,2023-10-31 02:26:50,Intrusion,Désigner tout jeter précis plus.,Faible,En cours,Equipe Réseau
13146,2023-04-07 00:03:19,Autre,Quarante vous travail.,Faible,En cours,Equipe Support
13147,2023-03-03 22:44:40,Défaillance logicielle,Exiger expliquer précis.,Faible,Résolu,Equipe Sécurité
13148,2023-11-26 15:24:49,Intrusion,Tout disposer champ fermer perdre montagne.,Élevée,En cours,Equipe Sécurité
13149,2023-12-21 22:56:11,Autre,Changer eh dur partie.,Élevée,Ouvert,Equipe Sécurité
13150,2023-03-02 18:20:34,Panne matérielle,Dame dur pouvoir.,Faible,En cours,Equipe Réseau
13151,2023-12-09 02:33:56,Intrusion,Horizon article honneur fier.,Faible,Résolu,Equipe Réseau
13152,2023-07-03 12:59:59,Autre,Autorité tard papa répéter.,Élevée,Résolu,Equipe Sécurité
13153,2024-06-30 01:50:51,Intrusion,Attirer malheur étaler simple.,Moyenne,Résolu,Equipe Sécurité
13154,2022-12-04 04:14:51,Autre,Lorsque minute regard discours plaire accorder.,Moyenne,Ouvert,Equipe Support
13155,2024-05-04 20:05:16,Défaillance logicielle,Malade leur meilleur second frère quitter.,Faible,Résolu,Equipe Réseau
13156,2023-05-03 01:09:51,Défaillance logicielle,Frais monsieur long politique doigt effort.,Moyenne,Ouvert,Equipe Support
13157,2022-10-19 13:59:38,Panne matérielle,Miser visite devoir sable santé heureux.,Élevée,Résolu,Equipe Support
13158,2023-05-22 17:10:36,Panne matérielle,Intérieur argent nerveux réveiller produire.,Moyenne,Ouvert,Equipe Réseau
13159,2022-08-29 18:45:22,Panne matérielle,Épais inutile livrer parmi aider cri.,Élevée,Ouvert,Equipe Réseau
13160,2023-01-06 00:05:32,Intrusion,Endormir montagne rencontrer puissant.,Élevée,Ouvert,Equipe Support
13161,2023-07-20 07:10:11,Autre,Choisir départ arracher sur couleur regard.,Faible,Résolu,Equipe Sécurité
13162,2023-11-27 00:29:48,Défaillance logicielle,Tomber fort jeune.,Moyenne,Ouvert,Equipe Réseau
13163,2023-04-12 10:22:24,Intrusion,Appuyer point chemin sac vieillard longtemps.,Faible,Résolu,Equipe Support
13164,2024-04-04 07:55:45,Intrusion,Oiseau accrocher dix certain.,Élevée,En cours,Equipe Sécurité
13165,2023-04-24 07:42:49,Panne matérielle,Endroit surtout qualité or.,Faible,Résolu,Equipe Support
13166,2024-02-02 14:53:01,Défaillance logicielle,Époque guerre nouveau.,Élevée,En cours,Equipe Support
13167,2022-09-15 07:12:36,Panne matérielle,Complet membre qualité sol entourer poussière.,Faible,Résolu,Equipe Support
13168,2023-09-28 04:00:02,Défaillance logicielle,Centre rentrer membre maladie pénétrer.,Moyenne,Résolu,Equipe Réseau
13169,2022-10-17 20:41:10,Intrusion,Vide situation or.,Moyenne,En cours,Equipe Sécurité
13170,2023-06-19 13:39:22,Défaillance logicielle,Nombreux haute vouloir.,Moyenne,Ouvert,Equipe Support
13171,2024-06-05 14:58:30,Autre,Force traverser dégager principe pendre.,Élevée,Résolu,Equipe Support
13172,2023-07-20 12:08:34,Autre,Abandonner recueillir doucement.,Moyenne,En cours,Equipe Réseau
13173,2024-03-20 23:06:18,Panne matérielle,Somme premier ailleurs crier comment obliger.,Élevée,En cours,Equipe Réseau
13174,2024-07-21 22:14:07,Autre,Vie crainte cou monter choix réduire.,Faible,Résolu,Equipe Sécurité
13175,2023-05-09 07:45:27,Intrusion,Neuf reprendre dehors pénétrer pitié.,Élevée,Ouvert,Equipe Réseau
13176,2023-05-17 21:53:50,Intrusion,Étendue étranger drame reste.,Élevée,En cours,Equipe Sécurité
13177,2022-12-30 14:51:20,Intrusion,Même partir animer feuille.,Élevée,En cours,Equipe Support
13178,2022-09-25 01:49:58,Intrusion,Matin nommer violent lien autre.,Faible,En cours,Equipe Support
13179,2024-05-07 14:14:22,Autre,Nombre danger reprendre absolu.,Faible,En cours,Equipe Réseau
13180,2023-10-01 02:41:59,Panne matérielle,Hors principe coup cinquante sorte.,Élevée,Ouvert,Equipe Réseau
13181,2023-05-08 10:36:24,Défaillance logicielle,Haute mourir hauteur art manger.,Faible,En cours,Equipe Réseau
13182,2023-04-13 23:22:21,Autre,Douze fatiguer chambre volonté entier tombe.,Faible,Résolu,Equipe Sécurité
13183,2023-10-09 11:15:41,Panne matérielle,Cinq grâce résultat.,Moyenne,Résolu,Equipe Support
13184,2024-06-01 08:10:46,Défaillance logicielle,Jour coûter mille.,Moyenne,Résolu,Equipe Réseau
13185,2023-05-13 00:51:15,Défaillance logicielle,Chien loup île dresser veiller.,Élevée,En cours,Equipe Support
13186,2022-08-25 08:22:15,Défaillance logicielle,Compagnon découvrir forme voix.,Élevée,Ouvert,Equipe Sécurité
13187,2024-04-22 19:30:35,Autre,Pensée regard police recherche déclarer.,Faible,Résolu,Equipe Support
13188,2023-09-11 03:58:17,Autre,Imaginer étude huit pauvre compte.,Élevée,En cours,Equipe Sécurité
13189,2024-05-08 15:11:18,Défaillance logicielle,Durant dehors unique assez.,Moyenne,Ouvert,Equipe Sécurité
13190,2023-09-20 13:46:16,Défaillance logicielle,Douceur apercevoir nation corde.,Élevée,Résolu,Equipe Support
13191,2023-08-07 21:25:34,Panne matérielle,Nul inquiétude envie retenir.,Élevée,Résolu,Equipe Support
13192,2022-12-07 18:02:52,Défaillance logicielle,An moment vraiment revenir jusque vivre.,Élevée,Ouvert,Equipe Réseau
13193,2023-10-11 04:26:33,Intrusion,Témoin partout prêt considérer caresser livrer.,Élevée,Ouvert,Equipe Sécurité
13194,2023-03-15 05:28:25,Panne matérielle,Aile droit horizon vendre trop chant.,Moyenne,En cours,Equipe Sécurité
13195,2024-01-13 18:13:28,Panne matérielle,Long coup coup.,Faible,Ouvert,Equipe Support
13196,2022-11-16 22:42:34,Défaillance logicielle,Couleur yeux trop métier.,Moyenne,Ouvert,Equipe Sécurité
13197,2024-07-24 23:46:22,Intrusion,Chemise retour témoin commencement.,Moyenne,Résolu,Equipe Réseau
13198,2022-09-04 17:21:07,Défaillance logicielle,Doute traverser détail.,Faible,En cours,Equipe Réseau
13199,2022-12-09 23:25:49,Intrusion,Propos ligne réveiller paraître.,Élevée,Résolu,Equipe Support
13200,2023-04-27 13:54:05,Panne matérielle,Attirer vide désirer.,Faible,Résolu,Equipe Sécurité
13201,2022-11-14 11:40:46,Autre,Curiosité connaissance appuyer enlever état.,Moyenne,En cours,Equipe Réseau
13202,2023-09-20 13:40:48,Autre,Voyager public propos.,Moyenne,Ouvert,Equipe Support
13203,2023-08-03 15:31:17,Intrusion,Simplement très noir.,Élevée,En cours,Equipe Support
13204,2024-01-30 11:36:06,Panne matérielle,Classe cercle compte oeuvre rue seigneur.,Élevée,Résolu,Equipe Sécurité
13205,2024-04-15 03:33:05,Autre,Soi échapper voyager as.,Élevée,En cours,Equipe Réseau
13206,2023-04-11 01:56:11,Intrusion,Afin De en perdu.,Élevée,Ouvert,Equipe Support
13207,2022-11-03 05:10:27,Panne matérielle,Trop palais pas.,Faible,Ouvert,Equipe Sécurité
13208,2023-04-01 04:58:59,Défaillance logicielle,Éclairer neuf genou ordre.,Faible,Résolu,Equipe Sécurité
13209,2024-08-01 05:44:32,Panne matérielle,Paquet vaincre rouler politique franc consentir.,Élevée,Résolu,Equipe Réseau
13210,2023-09-22 14:49:22,Autre,Mur île voir personne prière éviter.,Élevée,Résolu,Equipe Support
13211,2023-01-11 09:53:02,Autre,Tenir essayer bon oser.,Moyenne,Ouvert,Equipe Réseau
13212,2023-12-28 14:00:25,Panne matérielle,Nu grâce plan.,Faible,Ouvert,Equipe Réseau
13213,2024-03-22 13:34:19,Panne matérielle,Mais sorte leur.,Faible,En cours,Equipe Support
13214,2023-09-21 12:28:26,Défaillance logicielle,Nature français lieu convenir eaux différent.,Moyenne,Ouvert,Equipe Support
13215,2022-11-29 06:32:52,Panne matérielle,Rien complètement asseoir chez savoir.,Élevée,Ouvert,Equipe Réseau
13216,2023-05-14 12:37:54,Autre,Mériter départ immense pitié huit.,Moyenne,Résolu,Equipe Réseau
13217,2023-05-08 16:36:58,Panne matérielle,Plutôt pourquoi article autre.,Faible,Ouvert,Equipe Sécurité
13218,2022-08-17 13:17:00,Intrusion,Sou interroger lèvre.,Élevée,En cours,Equipe Réseau
13219,2023-03-26 23:26:15,Intrusion,Pauvre abri exemple queue chaise.,Moyenne,Résolu,Equipe Sécurité
13220,2024-06-10 09:47:21,Intrusion,Dessiner exiger puis frais subir problème.,Faible,En cours,Equipe Réseau
13221,2023-08-06 05:51:57,Panne matérielle,Parole payer dos.,Moyenne,Résolu,Equipe Support
13222,2022-12-10 03:36:06,Autre,Drôle haïr gauche.,Élevée,Résolu,Equipe Sécurité
13223,2024-03-19 09:31:01,Défaillance logicielle,Chaque arrière vers noire.,Moyenne,Ouvert,Equipe Sécurité
13224,2022-12-30 05:24:51,Autre,Satisfaire naissance froid être pareil.,Élevée,Résolu,Equipe Support
13225,2024-08-02 04:57:02,Intrusion,Patron digne poser.,Élevée,En cours,Equipe Réseau
13226,2023-06-14 14:12:47,Panne matérielle,Vaincre clef réserver pont personne colline.,Élevée,Résolu,Equipe Sécurité
13227,2024-07-24 16:52:45,Défaillance logicielle,Blond lisser fonder combien.,Élevée,Ouvert,Equipe Support
13228,2024-02-17 10:03:46,Panne matérielle,Mien honte drôle aider hier.,Élevée,En cours,Equipe Support
13229,2023-04-15 13:10:08,Défaillance logicielle,Ton avant se franchir.,Moyenne,Résolu,Equipe Sécurité
13230,2022-09-26 04:29:08,Défaillance logicielle,Désert justice faute présenter politique avance.,Moyenne,Résolu,Equipe Réseau
13231,2022-11-16 06:08:06,Défaillance logicielle,Agiter rappeler rouge construire seuil réalité.,Élevée,Résolu,Equipe Réseau
13232,2023-02-10 01:26:41,Panne matérielle,Nourrir lueur saluer.,Élevée,En cours,Equipe Réseau
13233,2022-09-08 01:53:18,Intrusion,Route ouvrir armer.,Moyenne,Résolu,Equipe Support
13234,2024-07-14 20:06:40,Intrusion,Voile noire danser renverser.,Faible,Résolu,Equipe Réseau
13235,2023-07-20 07:39:58,Défaillance logicielle,Parvenir tant envie ancien échapper apercevoir.,Élevée,Résolu,Equipe Réseau
13236,2024-02-02 13:36:19,Panne matérielle,Ramener passé ombre.,Faible,En cours,Equipe Sécurité
13237,2023-04-15 16:39:29,Autre,Arrêter respect défendre.,Élevée,Résolu,Equipe Sécurité
13238,2024-03-07 08:42:12,Autre,Mal envelopper disparaître.,Élevée,En cours,Equipe Réseau
13239,2023-07-24 21:20:37,Intrusion,Lire mériter épais.,Moyenne,En cours,Equipe Sécurité
13240,2024-03-02 22:00:21,Défaillance logicielle,Parfaitement large bout.,Élevée,Ouvert,Equipe Sécurité
13241,2023-11-30 11:15:15,Panne matérielle,Reposer fusil rond parole horizon ensemble.,Moyenne,En cours,Equipe Réseau
13242,2024-05-12 09:02:11,Intrusion,Quartier milieu humain.,Faible,Résolu,Equipe Réseau
13243,2022-08-28 04:33:19,Intrusion,Traîner à coeur.,Moyenne,En cours,Equipe Support
13244,2024-08-04 05:33:25,Intrusion,Épais partie sept sous désespoir dimanche.,Faible,En cours,Equipe Réseau
13245,2023-10-15 09:41:13,Défaillance logicielle,Sous quitter cesser pensée discours.,Moyenne,En cours,Equipe Sécurité
13246,2023-07-26 11:19:05,Intrusion,Morceau oh oiseau poids.,Moyenne,Résolu,Equipe Support
13247,2023-01-16 18:37:26,Défaillance logicielle,Vague apporter article âme chasser terrain.,Faible,En cours,Equipe Réseau
13248,2024-07-04 05:22:11,Autre,Oublier silence militaire.,Faible,Résolu,Equipe Sécurité
13249,2024-05-31 06:34:12,Panne matérielle,Docteur saint écrire saisir dehors.,Faible,Ouvert,Equipe Sécurité
13250,2023-06-11 08:20:08,Intrusion,Plusieurs marquer adresser heureux.,Faible,Ouvert,Equipe Support
13251,2023-05-21 04:32:14,Défaillance logicielle,Même mode nommer prouver long tellement tracer.,Faible,Résolu,Equipe Sécurité
13252,2023-10-15 09:59:10,Défaillance logicielle,Hors mériter réduire cesse.,Faible,Résolu,Equipe Réseau
13253,2022-09-29 05:54:32,Défaillance logicielle,Certes voie découvrir.,Faible,En cours,Equipe Réseau
13254,2024-01-25 17:11:02,Intrusion,Fenêtre très déchirer ministre distance lier.,Moyenne,En cours,Equipe Support
13255,2022-11-28 16:46:10,Autre,Jeter debout réalité pluie.,Faible,Ouvert,Equipe Réseau
13256,2023-09-14 18:34:54,Autre,Fusil genre secret sujet.,Moyenne,En cours,Equipe Support
13257,2022-11-06 15:19:52,Panne matérielle,Ennemi défaut rendre bas.,Faible,Ouvert,Equipe Réseau
13258,2022-10-28 17:20:22,Autre,Seigneur feuille fier toi.,Élevée,En cours,Equipe Support
13259,2023-01-10 21:32:01,Intrusion,Assez fleur dernier cuisine intéresser.,Faible,Résolu,Equipe Support
13260,2023-03-25 20:53:02,Intrusion,Mur visite tache pluie cela rien.,Moyenne,Ouvert,Equipe Réseau
13261,2022-08-22 01:09:01,Autre,Saisir soin français chaud remplacer.,Élevée,Ouvert,Equipe Réseau
13262,2024-04-28 17:17:25,Intrusion,Boire françois demain faux.,Faible,Résolu,Equipe Sécurité
13263,2023-07-02 09:55:11,Intrusion,Souffrir intelligence brusquement point réclamer voile.,Élevée,En cours,Equipe Réseau
13264,2024-05-02 13:29:05,Défaillance logicielle,Ne voiture personnage violence.,Élevée,Ouvert,Equipe Support
13265,2024-01-17 08:08:12,Intrusion,Charge parent moyen forme.,Moyenne,En cours,Equipe Réseau
13266,2023-12-17 11:53:37,Intrusion,Classe mourir profondément existence promener devant.,Faible,En cours,Equipe Réseau
13267,2024-01-09 17:09:00,Intrusion,Soulever vaste confondre.,Faible,En cours,Equipe Réseau
13268,2022-11-21 22:13:49,Intrusion,Sourire eaux rouge mener voie.,Élevée,En cours,Equipe Support
13269,2022-11-17 00:02:57,Intrusion,Vérité sou durant.,Moyenne,En cours,Equipe Support
13270,2023-07-08 02:00:42,Défaillance logicielle,Faible précis soumettre secret petit honneur.,Faible,Résolu,Equipe Sécurité
13271,2024-06-03 05:33:42,Intrusion,Tellement delà pourquoi verser soir ressembler.,Faible,Ouvert,Equipe Support
13272,2023-01-07 08:15:55,Défaillance logicielle,Avoir pas coup certes construire.,Moyenne,Résolu,Equipe Support
13273,2023-03-02 04:22:27,Autre,Détruire mener demander.,Faible,En cours,Equipe Support
13274,2023-01-14 12:42:06,Autre,Bientôt âgé silence.,Moyenne,Ouvert,Equipe Support
13275,2023-02-26 00:16:01,Panne matérielle,Habiller désormais demander également.,Faible,En cours,Equipe Réseau
13276,2023-05-04 07:19:22,Panne matérielle,Blanc établir certain lit lit.,Faible,En cours,Equipe Support
13277,2023-09-18 13:52:14,Intrusion,Magnifique aimer entraîner.,Élevée,En cours,Equipe Support
13278,2023-07-29 18:57:49,Autre,Dix intelligence achever titre changer.,Faible,Ouvert,Equipe Support
13279,2023-05-13 15:31:52,Autre,Arrêter transformer produire.,Élevée,Résolu,Equipe Support
13280,2022-08-17 03:02:10,Défaillance logicielle,Condition feu rêver écouter.,Moyenne,Ouvert,Equipe Sécurité
13281,2023-01-15 23:09:12,Autre,Voyage étrange moindre mauvais chez loin.,Moyenne,Résolu,Equipe Réseau
13282,2024-02-05 10:09:31,Intrusion,Espoir siècle réfléchir penser colère difficile.,Moyenne,Résolu,Equipe Réseau
13283,2023-08-20 20:48:39,Défaillance logicielle,Monde rencontre conduire habitant.,Élevée,En cours,Equipe Réseau
13284,2023-11-16 11:00:34,Panne matérielle,An le devoir.,Moyenne,En cours,Equipe Support
13285,2023-07-13 23:23:53,Autre,Sommeil savoir sombre arriver course.,Moyenne,En cours,Equipe Sécurité
13286,2022-10-10 21:06:32,Intrusion,Conversation beau coeur vieux.,Élevée,Résolu,Equipe Sécurité
13287,2022-11-04 08:42:55,Panne matérielle,Plusieurs effort paysan.,Faible,En cours,Equipe Réseau
13288,2022-09-27 16:36:18,Intrusion,Médecin quitter repas tantôt réveiller.,Élevée,Ouvert,Equipe Support
13289,2023-12-12 00:12:33,Intrusion,Claire en combat ombre puissance seulement.,Moyenne,Ouvert,Equipe Support
13290,2024-05-02 04:17:15,Autre,Moi vert grand d'autres.,Moyenne,Ouvert,Equipe Réseau
13291,2024-06-26 06:29:46,Autre,Type préférer lumière effacer produire.,Moyenne,En cours,Equipe Réseau
13292,2023-06-15 13:20:10,Intrusion,Armée victime terrain.,Élevée,En cours,Equipe Réseau
13293,2024-03-27 05:01:54,Panne matérielle,Geste colon faire.,Élevée,En cours,Equipe Réseau
13294,2023-01-09 19:13:21,Autre,Théâtre cheveu peur accent vers.,Élevée,Ouvert,Equipe Sécurité
13295,2024-03-04 01:31:16,Panne matérielle,Couper quitter mort perte désigner.,Élevée,Ouvert,Equipe Support
13296,2024-03-06 18:14:33,Défaillance logicielle,Parce Que vert ton dimanche chef situation.,Moyenne,Ouvert,Equipe Sécurité
13297,2024-06-30 00:22:33,Panne matérielle,Poursuivre dépasser chanter.,Moyenne,Ouvert,Equipe Sécurité
13298,2024-04-25 06:43:38,Autre,Adresser instinct conseil commencer enfin beaucoup.,Moyenne,Ouvert,Equipe Support
13299,2024-01-11 23:32:47,Panne matérielle,Examiner depuis île cas falloir cinquante.,Élevée,Ouvert,Equipe Sécurité
13300,2023-06-20 09:17:42,Défaillance logicielle,Oui poussière cinq sol.,Moyenne,Ouvert,Equipe Support
13301,2023-09-06 21:02:18,Défaillance logicielle,Importer en ton quant à.,Moyenne,En cours,Equipe Support
13302,2023-04-25 01:32:05,Défaillance logicielle,Également conclure montrer forme.,Moyenne,Résolu,Equipe Sécurité
13303,2022-09-14 05:27:21,Défaillance logicielle,Triste étouffer amener résultat place.,Moyenne,Ouvert,Equipe Réseau
13304,2023-07-04 11:13:53,Panne matérielle,Effort un page coeur âme conseil.,Faible,Résolu,Equipe Sécurité
13305,2023-03-25 13:45:43,Intrusion,Très masse éteindre.,Élevée,Ouvert,Equipe Sécurité
13306,2022-09-13 02:46:57,Autre,Précieux veiller douter aide situation élément.,Moyenne,En cours,Equipe Réseau
